"simulation","method","lambda","rank","effective_rank","rmse","converged"
79,"SoftImpute (oracle)",1,4,4,0.213937531023857,NA
79,"SoftImpute (oracle)",1,5,5,0.247113520749815,NA
79,"SoftImpute (oracle)",1,6,6,0.275639320994343,NA
79,"SoftImpute (oracle)",1,7,7,0.30081729616926,NA
79,"SoftImpute (oracle)",1,8,8,0.324010033305868,NA
79,"SoftImpute (oracle)",1,9,9,0.3454757077246,NA
79,"SoftImpute (oracle)",1,10,10,0.365403917194148,NA
79,"SoftImpute (oracle)",1,11,11,0.384169627001574,NA
79,"SoftImpute (oracle)",1,12,12,0.401940210974401,NA
79,"SoftImpute (oracle)",1,13,13,0.418890366571051,NA
79,"SoftImpute (oracle)",1,14,14,0.434792306101942,NA
79,"SoftImpute (oracle)",1,15,15,0.450079693870463,NA
79,"SoftImpute (oracle)",1,16,16,0.46462155333022,NA
79,"SoftImpute (oracle)",1,17,17,0.478592068160422,NA
79,"SoftImpute (oracle)",1,18,18,0.492139166886623,NA
79,"SoftImpute (oracle)",1,19,19,0.505085094354923,NA
79,"SoftImpute (oracle)",1,20,20,0.517579688589034,NA
79,"SoftImpute (oracle)",1,21,21,0.529746796888232,NA
79,"SoftImpute (oracle)",1,22,22,0.541588824376963,NA
79,"SoftImpute (oracle)",1,23,23,0.55299290881366,NA
79,"SoftImpute (oracle)",1,24,24,0.564145790328431,NA
79,"SoftImpute (oracle)",1,25,25,0.574884357508177,NA
79,"SoftImpute (oracle)",1,26,26,0.585346852246336,NA
79,"SoftImpute (oracle)",1,27,27,0.595561120558512,NA
79,"SoftImpute (oracle)",1,28,28,0.605501814521043,NA
79,"SoftImpute (oracle)",1,29,29,0.615182806757581,NA
79,"SoftImpute (oracle)",1,30,30,0.624624594852431,NA
80,"PCA (oracle)",NA,0,0,0.817503016757338,NA
80,"PCA (oracle)",NA,1,1,0.528282714429304,NA
80,"PCA (oracle)",NA,2,2,0.362156377669255,NA
80,"PCA (oracle)",NA,3,3,0.17878750689154,NA
80,"PCA (oracle)",NA,4,4,0.218545354046294,NA
80,"PCA (oracle)",NA,5,5,0.251458893400895,NA
80,"PCA (oracle)",NA,6,6,0.28047609860325,NA
80,"PCA (oracle)",NA,7,7,0.306508560477894,NA
80,"PCA (oracle)",NA,8,8,0.330033480324348,NA
80,"PCA (oracle)",NA,9,9,0.35166943996958,NA
80,"PCA (oracle)",NA,10,10,0.371828408296501,NA
80,"PCA (oracle)",NA,11,11,0.390650805423506,NA
80,"PCA (oracle)",NA,12,12,0.408454984154245,NA
80,"PCA (oracle)",NA,13,13,0.425485241256175,NA
80,"PCA (oracle)",NA,14,14,0.441651195310826,NA
80,"PCA (oracle)",NA,15,15,0.45703778757621,NA
80,"PCA (oracle)",NA,16,16,0.471792340605749,NA
80,"PCA (oracle)",NA,17,17,0.486065285391489,NA
80,"PCA (oracle)",NA,18,18,0.499719305259344,NA
80,"PCA (oracle)",NA,19,19,0.512917200052688,NA
80,"PCA (oracle)",NA,20,20,0.525651440113753,NA
80,"PCA (oracle)",NA,21,21,0.537973576799449,NA
80,"PCA (oracle)",NA,22,22,0.549894758935483,NA
80,"PCA (oracle)",NA,23,23,0.561531389753572,NA
80,"PCA (oracle)",NA,24,24,0.572754023711043,NA
80,"PCA (oracle)",NA,25,25,0.583697267813431,NA
80,"PCA (oracle)",NA,26,26,0.5942649353469,NA
80,"PCA (oracle)",NA,27,27,0.604630162984291,NA
80,"PCA (oracle)",NA,28,28,0.614754002734738,NA
80,"PCA (oracle)",NA,29,29,0.624689424001251,NA
80,"PCA (oracle)",NA,30,30,0.634451420499564,NA
80,"ICA (oracle)",NA,0,0,0.817503016757338,NA
80,"ICA (oracle)",NA,1,1,0.528282714429304,TRUE
80,"ICA (oracle)",NA,2,2,0.362156377669255,TRUE
80,"ICA (oracle)",NA,3,3,0.17878750689154,TRUE
80,"ICA (oracle)",NA,4,4,0.218545354046294,TRUE
80,"ICA (oracle)",NA,5,5,0.251458893400895,TRUE
80,"ICA (oracle)",NA,6,6,0.28047609860325,TRUE
80,"ICA (oracle)",NA,7,7,0.306508560477895,TRUE
80,"ICA (oracle)",NA,8,8,0.330033480324348,FALSE
80,"ICA (oracle)",NA,9,9,0.35166943996958,FALSE
80,"ICA (oracle)",NA,10,10,0.371828408296501,FALSE
80,"ICA (oracle)",NA,11,11,0.390650805423506,FALSE
80,"ICA (oracle)",NA,12,12,0.408454984154245,FALSE
80,"ICA (oracle)",NA,13,13,0.425485241256175,FALSE
80,"ICA (oracle)",NA,14,14,0.441651195310826,FALSE
80,"ICA (oracle)",NA,15,15,0.45703778757621,FALSE
80,"ICA (oracle)",NA,16,16,0.471792340605749,FALSE
80,"ICA (oracle)",NA,17,17,0.486065285391489,FALSE
80,"ICA (oracle)",NA,18,18,0.499719305259344,FALSE
80,"ICA (oracle)",NA,19,19,0.512917200052687,FALSE
80,"ICA (oracle)",NA,20,20,0.525651440113753,FALSE
80,"ICA (oracle)",NA,21,21,0.537973576799449,FALSE
80,"ICA (oracle)",NA,22,22,0.549894758935483,FALSE
80,"ICA (oracle)",NA,23,23,0.561531389753572,FALSE
80,"ICA (oracle)",NA,24,24,0.572754023711043,FALSE
80,"ICA (oracle)",NA,25,25,0.58369726781343,FALSE
80,"ICA (oracle)",NA,26,26,0.5942649353469,FALSE
80,"ICA (oracle)",NA,27,27,0.604630162984291,FALSE
80,"ICA (oracle)",NA,28,28,0.614754002734738,FALSE
80,"ICA (oracle)",NA,29,29,0.62468942400125,FALSE
80,"ICA (oracle)",NA,30,30,0.634451420499564,FALSE
80,"SoftImpute (oracle)",1,0,0,0.817503016757338,NA
80,"SoftImpute (oracle)",1,1,1,0.528222454229865,NA
80,"SoftImpute (oracle)",1,2,2,0.361934577721587,NA
80,"SoftImpute (oracle)",1,3,3,0.177998477142784,NA
80,"SoftImpute (oracle)",1,4,4,0.216618258270214,NA
80,"SoftImpute (oracle)",1,5,5,0.248680003627074,NA
80,"SoftImpute (oracle)",1,6,6,0.276995303955751,NA
80,"SoftImpute (oracle)",1,7,7,0.302422271438938,NA
80,"SoftImpute (oracle)",1,8,8,0.325409852473425,NA
80,"SoftImpute (oracle)",1,9,9,0.346558426033031,NA
80,"SoftImpute (oracle)",1,10,10,0.366268508140179,NA
80,"SoftImpute (oracle)",1,11,11,0.384673304613714,NA
80,"SoftImpute (oracle)",1,12,12,0.402085243072797,NA
80,"SoftImpute (oracle)",1,13,13,0.418744314633122,NA
80,"SoftImpute (oracle)",1,14,14,0.434557702535475,NA
80,"SoftImpute (oracle)",1,15,15,0.449607909362614,NA
80,"SoftImpute (oracle)",1,16,16,0.464040095209448,NA
80,"SoftImpute (oracle)",1,17,17,0.478002881356948,NA
80,"SoftImpute (oracle)",1,18,18,0.491358151935555,NA
80,"SoftImpute (oracle)",1,19,19,0.504267288044923,NA
80,"SoftImpute (oracle)",1,20,20,0.516721953110338,NA
80,"SoftImpute (oracle)",1,21,21,0.528772853376677,NA
80,"SoftImpute (oracle)",1,22,22,0.54043049414854,NA
80,"SoftImpute (oracle)",1,23,23,0.55181045973642,NA
80,"SoftImpute (oracle)",1,24,24,0.562783155922173,NA
80,"SoftImpute (oracle)",1,25,25,0.573482442955122,NA
80,"SoftImpute (oracle)",1,26,26,0.583812006861521,NA
80,"SoftImpute (oracle)",1,27,27,0.593944227566753,NA
80,"SoftImpute (oracle)",1,28,28,0.603839968896596,NA
80,"SoftImpute (oracle)",1,29,29,0.613551812223613,NA
80,"SoftImpute (oracle)",1,30,30,0.623094485386505,NA
81,"PCA (oracle)",NA,0,0,0.80242745934962,NA
81,"PCA (oracle)",NA,1,1,0.526106212623056,NA
81,"PCA (oracle)",NA,2,2,0.364237502176048,NA
81,"PCA (oracle)",NA,3,3,0.17510081656392,NA
81,"PCA (oracle)",NA,4,4,0.21644405983198,NA
81,"PCA (oracle)",NA,5,5,0.250366866665553,NA
81,"PCA (oracle)",NA,6,6,0.279668144392832,NA
81,"PCA (oracle)",NA,7,7,0.305491779670682,NA
81,"PCA (oracle)",NA,8,8,0.328828435555573,NA
81,"PCA (oracle)",NA,9,9,0.350438958849277,NA
81,"PCA (oracle)",NA,10,10,0.370591284095693,NA
81,"PCA (oracle)",NA,11,11,0.389594811581289,NA
81,"PCA (oracle)",NA,12,12,0.407461051787163,NA
81,"PCA (oracle)",NA,13,13,0.424511303902785,NA
81,"PCA (oracle)",NA,14,14,0.440646960026963,NA
81,"PCA (oracle)",NA,15,15,0.456141946205402,NA
81,"PCA (oracle)",NA,16,16,0.470929588079688,NA
81,"PCA (oracle)",NA,17,17,0.485186374495162,NA
81,"PCA (oracle)",NA,18,18,0.498802472556771,NA
81,"PCA (oracle)",NA,19,19,0.512047531729854,NA
81,"PCA (oracle)",NA,20,20,0.524914931950203,NA
81,"PCA (oracle)",NA,21,21,0.537190995331523,NA
81,"PCA (oracle)",NA,22,22,0.549188870822418,NA
81,"PCA (oracle)",NA,23,23,0.560819639236238,NA
81,"PCA (oracle)",NA,24,24,0.572095913512792,NA
81,"PCA (oracle)",NA,25,25,0.583114153003146,NA
81,"PCA (oracle)",NA,26,26,0.593844876949861,NA
81,"PCA (oracle)",NA,27,27,0.604366299812557,NA
81,"PCA (oracle)",NA,28,28,0.614607801321338,NA
81,"PCA (oracle)",NA,29,29,0.624587520910703,NA
81,"PCA (oracle)",NA,30,30,0.634335516266116,NA
81,"ICA (oracle)",NA,0,0,0.80242745934962,NA
81,"ICA (oracle)",NA,1,1,0.526106212623056,TRUE
81,"ICA (oracle)",NA,2,2,0.364237502176048,TRUE
81,"ICA (oracle)",NA,3,3,0.17510081656392,TRUE
81,"ICA (oracle)",NA,4,4,0.21644405983198,TRUE
81,"ICA (oracle)",NA,5,5,0.250366866665553,TRUE
81,"ICA (oracle)",NA,6,6,0.279668144392832,TRUE
81,"ICA (oracle)",NA,7,7,0.305491779670682,FALSE
81,"ICA (oracle)",NA,8,8,0.328828435555573,FALSE
81,"ICA (oracle)",NA,9,9,0.350438958849277,FALSE
81,"ICA (oracle)",NA,10,10,0.370591284095693,FALSE
81,"ICA (oracle)",NA,11,11,0.389594811581289,FALSE
81,"ICA (oracle)",NA,12,12,0.407461051787163,FALSE
81,"ICA (oracle)",NA,13,13,0.424511303902785,FALSE
81,"ICA (oracle)",NA,14,14,0.440646960026963,FALSE
81,"ICA (oracle)",NA,15,15,0.456141946205402,FALSE
81,"ICA (oracle)",NA,16,16,0.470929588079687,FALSE
81,"ICA (oracle)",NA,17,17,0.485186374495162,FALSE
81,"ICA (oracle)",NA,18,18,0.498802472556771,FALSE
81,"ICA (oracle)",NA,19,19,0.512047531729853,FALSE
81,"ICA (oracle)",NA,20,20,0.524914931950203,FALSE
81,"ICA (oracle)",NA,21,21,0.537190995331523,FALSE
81,"ICA (oracle)",NA,22,22,0.549188870822418,FALSE
81,"ICA (oracle)",NA,23,23,0.560819639236237,FALSE
81,"ICA (oracle)",NA,24,24,0.572095913512791,FALSE
81,"ICA (oracle)",NA,25,25,0.583114153003146,FALSE
81,"ICA (oracle)",NA,26,26,0.593844876949861,FALSE
81,"ICA (oracle)",NA,27,27,0.604366299812557,FALSE
81,"ICA (oracle)",NA,28,28,0.614607801321338,FALSE
81,"ICA (oracle)",NA,29,29,0.624587520910703,FALSE
81,"ICA (oracle)",NA,30,30,0.634335516266116,FALSE
81,"SoftImpute (oracle)",1,0,0,0.80242745934962,NA
81,"SoftImpute (oracle)",1,1,1,0.526049965375707,NA
81,"SoftImpute (oracle)",1,2,2,0.364031137676034,NA
81,"SoftImpute (oracle)",1,3,3,0.174315494532786,NA
81,"SoftImpute (oracle)",1,4,4,0.214498557916973,NA
81,"SoftImpute (oracle)",1,5,5,0.247562916538647,NA
81,"SoftImpute (oracle)",1,6,6,0.27616258453701,NA
81,"SoftImpute (oracle)",1,7,7,0.301383450815362,NA
81,"SoftImpute (oracle)",1,8,8,0.324184800097537,NA
81,"SoftImpute (oracle)",1,9,9,0.34530895187318,NA
81,"SoftImpute (oracle)",1,10,10,0.365013187175999,NA
81,"SoftImpute (oracle)",1,11,11,0.383599175046668,NA
81,"SoftImpute (oracle)",1,12,12,0.401073614417611,NA
81,"SoftImpute (oracle)",1,13,13,0.417753206180708,NA
81,"SoftImpute (oracle)",1,14,14,0.433536902021608,NA
81,"SoftImpute (oracle)",1,15,15,0.448695666071827,NA
81,"SoftImpute (oracle)",1,16,16,0.463161285654529,NA
81,"SoftImpute (oracle)",1,17,17,0.477108357337735,NA
81,"SoftImpute (oracle)",1,18,18,0.490426164654951,NA
81,"SoftImpute (oracle)",1,19,19,0.503382678424844,NA
81,"SoftImpute (oracle)",1,20,20,0.515970490014682,NA
81,"SoftImpute (oracle)",1,21,21,0.527975727239892,NA
81,"SoftImpute (oracle)",1,22,22,0.539710149713432,NA
81,"SoftImpute (oracle)",1,23,23,0.551084528829117,NA
81,"SoftImpute (oracle)",1,24,24,0.56211097926397,NA
81,"SoftImpute (oracle)",1,25,25,0.572885317694297,NA
81,"SoftImpute (oracle)",1,26,26,0.583377771029313,NA
81,"SoftImpute (oracle)",1,27,27,0.593666048396354,NA
81,"SoftImpute (oracle)",1,28,28,0.603679401315677,NA
81,"SoftImpute (oracle)",1,29,29,0.613435662406604,NA
81,"SoftImpute (oracle)",1,30,30,0.622964580842212,NA
82,"PCA (oracle)",NA,0,0,0.754054299483891,NA
82,"PCA (oracle)",NA,1,1,0.480732821961625,NA
82,"PCA (oracle)",NA,2,2,0.344370515694105,NA
82,"PCA (oracle)",NA,3,3,0.177870007166342,NA
82,"PCA (oracle)",NA,4,4,0.218628814189653,NA
82,"PCA (oracle)",NA,5,5,0.251950513568144,NA
82,"PCA (oracle)",NA,6,6,0.280645386417686,NA
82,"PCA (oracle)",NA,7,7,0.306493120897334,NA
82,"PCA (oracle)",NA,8,8,0.329881742547366,NA
82,"PCA (oracle)",NA,9,9,0.351493369668769,NA
82,"PCA (oracle)",NA,10,10,0.37168915521309,NA
82,"PCA (oracle)",NA,11,11,0.390639531812915,NA
82,"PCA (oracle)",NA,12,12,0.408567381892805,NA
82,"PCA (oracle)",NA,13,13,0.425641845980124,NA
82,"PCA (oracle)",NA,14,14,0.441853267054596,NA
82,"PCA (oracle)",NA,15,15,0.457405218831153,NA
82,"PCA (oracle)",NA,16,16,0.472281330053532,NA
82,"PCA (oracle)",NA,17,17,0.48663630546207,NA
82,"PCA (oracle)",NA,18,18,0.500365670010287,NA
82,"PCA (oracle)",NA,19,19,0.513460110727055,NA
82,"PCA (oracle)",NA,20,20,0.526122161897353,NA
82,"PCA (oracle)",NA,21,21,0.538438543111136,NA
82,"PCA (oracle)",NA,22,22,0.55029339702211,NA
82,"PCA (oracle)",NA,23,23,0.561894030746604,NA
82,"PCA (oracle)",NA,24,24,0.573157467326248,NA
82,"PCA (oracle)",NA,25,25,0.584130040827463,NA
82,"PCA (oracle)",NA,26,26,0.594778730118813,NA
82,"PCA (oracle)",NA,27,27,0.605174008123313,NA
82,"PCA (oracle)",NA,28,28,0.615376112766722,NA
82,"PCA (oracle)",NA,29,29,0.625340078670191,NA
82,"PCA (oracle)",NA,30,30,0.635005341686701,NA
82,"ICA (oracle)",NA,0,0,0.754054299483891,NA
82,"ICA (oracle)",NA,1,1,0.480732821961625,TRUE
82,"ICA (oracle)",NA,2,2,0.344370515694105,TRUE
82,"ICA (oracle)",NA,3,3,0.177870007166342,TRUE
82,"ICA (oracle)",NA,4,4,0.218628814189654,TRUE
82,"ICA (oracle)",NA,5,5,0.251950513568144,TRUE
82,"ICA (oracle)",NA,6,6,0.280645386417687,FALSE
82,"ICA (oracle)",NA,7,7,0.306493120897334,TRUE
82,"ICA (oracle)",NA,8,8,0.329881742547366,FALSE
82,"ICA (oracle)",NA,9,9,0.351493369668769,FALSE
82,"ICA (oracle)",NA,10,10,0.37168915521309,FALSE
82,"ICA (oracle)",NA,11,11,0.390639531812915,FALSE
82,"ICA (oracle)",NA,12,12,0.408567381892806,FALSE
82,"ICA (oracle)",NA,13,13,0.425641845980124,FALSE
82,"ICA (oracle)",NA,14,14,0.441853267054597,FALSE
82,"ICA (oracle)",NA,15,15,0.457405218831153,FALSE
82,"ICA (oracle)",NA,16,16,0.472281330053533,FALSE
82,"ICA (oracle)",NA,17,17,0.48663630546207,FALSE
82,"ICA (oracle)",NA,18,18,0.500365670010287,FALSE
82,"ICA (oracle)",NA,19,19,0.513460110727055,FALSE
82,"ICA (oracle)",NA,20,20,0.526122161897353,FALSE
82,"ICA (oracle)",NA,21,21,0.538438543111137,FALSE
82,"ICA (oracle)",NA,22,22,0.550293397022111,FALSE
82,"ICA (oracle)",NA,23,23,0.561894030746604,FALSE
82,"ICA (oracle)",NA,24,24,0.573157467326248,FALSE
82,"ICA (oracle)",NA,25,25,0.584130040827463,FALSE
82,"ICA (oracle)",NA,26,26,0.594778730118814,FALSE
82,"ICA (oracle)",NA,27,27,0.605174008123313,FALSE
82,"ICA (oracle)",NA,28,28,0.615376112766722,FALSE
82,"ICA (oracle)",NA,29,29,0.625340078670192,FALSE
82,"ICA (oracle)",NA,30,30,0.635005341686701,FALSE
82,"SoftImpute (oracle)",1,0,0,0.754054299483891,NA
82,"SoftImpute (oracle)",1,1,1,0.480661520888623,NA
82,"SoftImpute (oracle)",1,2,2,0.344112771362506,NA
82,"SoftImpute (oracle)",1,3,3,0.177021860935734,NA
82,"SoftImpute (oracle)",1,4,4,0.216642648070431,NA
82,"SoftImpute (oracle)",1,5,5,0.249117498502377,NA
82,"SoftImpute (oracle)",1,6,6,0.277118094411821,NA
82,"SoftImpute (oracle)",1,7,7,0.302365190394518,NA
82,"SoftImpute (oracle)",1,8,8,0.325219986959173,NA
82,"SoftImpute (oracle)",1,9,9,0.346346610655156,NA
82,"SoftImpute (oracle)",1,10,10,0.366095268924341,NA
82,"SoftImpute (oracle)",1,11,11,0.384629225453983,NA
82,"SoftImpute (oracle)",1,12,12,0.402165871977784,NA
82,"SoftImpute (oracle)",1,13,13,0.418870300381177,NA
82,"SoftImpute (oracle)",1,14,14,0.434730159260453,NA
82,"SoftImpute (oracle)",1,15,15,0.449946290267308,NA
82,"SoftImpute (oracle)",1,16,16,0.46450065059429,NA
82,"SoftImpute (oracle)",1,17,17,0.478546129962525,NA
82,"SoftImpute (oracle)",1,18,18,0.491977351457489,NA
82,"SoftImpute (oracle)",1,19,19,0.504784032364461,NA
82,"SoftImpute (oracle)",1,20,20,0.517167351540961,NA
82,"SoftImpute (oracle)",1,21,21,0.529213114218239,NA
82,"SoftImpute (oracle)",1,22,22,0.540805147956181,NA
82,"SoftImpute (oracle)",1,23,23,0.552149716130213,NA
82,"SoftImpute (oracle)",1,24,24,0.563163590414678,NA
82,"SoftImpute (oracle)",1,25,25,0.573892584844941,NA
82,"SoftImpute (oracle)",1,26,26,0.584303393982275,NA
82,"SoftImpute (oracle)",1,27,27,0.594465997056985,NA
82,"SoftImpute (oracle)",1,28,28,0.604440202920067,NA
82,"SoftImpute (oracle)",1,29,29,0.614180894565364,NA
82,"SoftImpute (oracle)",1,30,30,0.623627412113052,NA
83,"PCA (oracle)",NA,0,0,0.77859917267932,NA
83,"PCA (oracle)",NA,1,1,0.489069975329106,NA
83,"PCA (oracle)",NA,2,2,0.357675185372658,NA
83,"PCA (oracle)",NA,3,3,0.175362666553749,NA
83,"PCA (oracle)",NA,4,4,0.216340313496913,NA
83,"PCA (oracle)",NA,5,5,0.250231263043653,NA
83,"PCA (oracle)",NA,6,6,0.279297698827926,NA
83,"PCA (oracle)",NA,7,7,0.305258945831,NA
83,"PCA (oracle)",NA,8,8,0.328872493739866,NA
83,"PCA (oracle)",NA,9,9,0.350888787298977,NA
83,"PCA (oracle)",NA,10,10,0.370906297890007,NA
83,"PCA (oracle)",NA,11,11,0.389861895888253,NA
83,"PCA (oracle)",NA,12,12,0.407738667680417,NA
83,"PCA (oracle)",NA,13,13,0.424733433471252,NA
83,"PCA (oracle)",NA,14,14,0.440880777680192,NA
83,"PCA (oracle)",NA,15,15,0.456407430395786,NA
83,"PCA (oracle)",NA,16,16,0.471229509584616,NA
83,"PCA (oracle)",NA,17,17,0.485377627303041,NA
83,"PCA (oracle)",NA,18,18,0.499025824963453,NA
83,"PCA (oracle)",NA,19,19,0.512241983987387,NA
83,"PCA (oracle)",NA,20,20,0.525097402751688,NA
83,"PCA (oracle)",NA,21,21,0.537523132077834,NA
83,"PCA (oracle)",NA,22,22,0.549458061426916,NA
83,"PCA (oracle)",NA,23,23,0.561124988048099,NA
83,"PCA (oracle)",NA,24,24,0.572356749520857,NA
83,"PCA (oracle)",NA,25,25,0.583287886999078,NA
83,"PCA (oracle)",NA,26,26,0.593975105493845,NA
83,"PCA (oracle)",NA,27,27,0.604331298421922,NA
83,"PCA (oracle)",NA,28,28,0.614415607967291,NA
83,"PCA (oracle)",NA,29,29,0.624276088125617,NA
83,"PCA (oracle)",NA,30,30,0.633942547519504,NA
83,"ICA (oracle)",NA,0,0,0.77859917267932,NA
83,"ICA (oracle)",NA,1,1,0.489069975329106,TRUE
83,"ICA (oracle)",NA,2,2,0.357675185372658,TRUE
83,"ICA (oracle)",NA,3,3,0.175362666553749,TRUE
83,"ICA (oracle)",NA,4,4,0.216340313496912,TRUE
83,"ICA (oracle)",NA,5,5,0.250231263043652,TRUE
83,"ICA (oracle)",NA,6,6,0.279297698827926,TRUE
83,"ICA (oracle)",NA,7,7,0.305258945831,TRUE
83,"ICA (oracle)",NA,8,8,0.328872493739865,FALSE
83,"ICA (oracle)",NA,9,9,0.350888787298977,FALSE
83,"ICA (oracle)",NA,10,10,0.370906297890007,FALSE
83,"ICA (oracle)",NA,11,11,0.389861895888252,FALSE
83,"ICA (oracle)",NA,12,12,0.407738667680417,FALSE
83,"ICA (oracle)",NA,13,13,0.424733433471252,FALSE
83,"ICA (oracle)",NA,14,14,0.440880777680192,FALSE
83,"ICA (oracle)",NA,15,15,0.456407430395786,FALSE
83,"ICA (oracle)",NA,16,16,0.471229509584615,FALSE
83,"ICA (oracle)",NA,17,17,0.485377627303041,FALSE
83,"ICA (oracle)",NA,18,18,0.499025824963452,FALSE
83,"ICA (oracle)",NA,19,19,0.512241983987387,FALSE
83,"ICA (oracle)",NA,20,20,0.525097402751688,FALSE
83,"ICA (oracle)",NA,21,21,0.537523132077834,FALSE
83,"ICA (oracle)",NA,22,22,0.549458061426916,FALSE
83,"ICA (oracle)",NA,23,23,0.561124988048099,FALSE
83,"ICA (oracle)",NA,24,24,0.572356749520857,FALSE
83,"ICA (oracle)",NA,25,25,0.583287886999079,FALSE
83,"ICA (oracle)",NA,26,26,0.593975105493845,FALSE
83,"ICA (oracle)",NA,27,27,0.604331298421922,FALSE
83,"ICA (oracle)",NA,28,28,0.614415607967291,FALSE
83,"ICA (oracle)",NA,29,29,0.624276088125617,FALSE
83,"ICA (oracle)",NA,30,30,0.633942547519504,FALSE
83,"SoftImpute (oracle)",1,0,0,0.77859917267932,NA
83,"SoftImpute (oracle)",1,1,1,0.489009650033349,NA
83,"SoftImpute (oracle)",1,2,2,0.357430583329851,NA
83,"SoftImpute (oracle)",1,3,3,0.174569824055539,NA
83,"SoftImpute (oracle)",1,4,4,0.214392402579436,NA
83,"SoftImpute (oracle)",1,5,5,0.247425329381172,NA
83,"SoftImpute (oracle)",1,6,6,0.275791567084168,NA
83,"SoftImpute (oracle)",1,7,7,0.30114927263954,NA
83,"SoftImpute (oracle)",1,8,8,0.324226350504151,NA
83,"SoftImpute (oracle)",1,9,9,0.345754901408775,NA
83,"SoftImpute (oracle)",1,10,10,0.36532510486486,NA
83,"SoftImpute (oracle)",1,11,11,0.38386352290135,NA
83,"SoftImpute (oracle)",1,12,12,0.401348618902148,NA
83,"SoftImpute (oracle)",1,13,13,0.417973023851496,NA
83,"SoftImpute (oracle)",1,14,14,0.433768482481791,NA
83,"SoftImpute (oracle)",1,15,15,0.448958926145714,NA
83,"SoftImpute (oracle)",1,16,16,0.463458984621383,NA
83,"SoftImpute (oracle)",1,17,17,0.477297755766607,NA
83,"SoftImpute (oracle)",1,18,18,0.490647644775736,NA
83,"SoftImpute (oracle)",1,19,19,0.503575391822918,NA
83,"SoftImpute (oracle)",1,20,20,0.516151304376747,NA
83,"SoftImpute (oracle)",1,21,21,0.528305896303249,NA
83,"SoftImpute (oracle)",1,22,22,0.539977583556886,NA
83,"SoftImpute (oracle)",1,23,23,0.551388086510608,NA
83,"SoftImpute (oracle)",1,24,24,0.562370180274718,NA
83,"SoftImpute (oracle)",1,25,25,0.573057664435239,NA
83,"SoftImpute (oracle)",1,26,26,0.583506746241767,NA
83,"SoftImpute (oracle)",1,27,27,0.593630205165704,NA
83,"SoftImpute (oracle)",1,28,28,0.60348674784175,NA
83,"SoftImpute (oracle)",1,29,29,0.613124050012817,NA
83,"SoftImpute (oracle)",1,30,30,0.622571614944165,NA
84,"PCA (oracle)",NA,0,0,0.791235220316396,NA
84,"PCA (oracle)",NA,1,1,0.509947123535648,NA
84,"PCA (oracle)",NA,2,2,0.345282219828863,NA
84,"PCA (oracle)",NA,3,3,0.177049484903928,NA
84,"PCA (oracle)",NA,4,4,0.216716957624159,NA
84,"PCA (oracle)",NA,5,5,0.250067140132746,NA
84,"PCA (oracle)",NA,6,6,0.279195036521425,NA
84,"PCA (oracle)",NA,7,7,0.305164927653799,NA
84,"PCA (oracle)",NA,8,8,0.328900879805017,NA
84,"PCA (oracle)",NA,9,9,0.35082276804127,NA
84,"PCA (oracle)",NA,10,10,0.371187961497736,NA
84,"PCA (oracle)",NA,11,11,0.390348507686976,NA
84,"PCA (oracle)",NA,12,12,0.40841449911739,NA
84,"PCA (oracle)",NA,13,13,0.425459942910516,NA
84,"PCA (oracle)",NA,14,14,0.441544460422088,NA
84,"PCA (oracle)",NA,15,15,0.456814399951035,NA
84,"PCA (oracle)",NA,16,16,0.471508292872797,NA
84,"PCA (oracle)",NA,17,17,0.485608848056934,NA
84,"PCA (oracle)",NA,18,18,0.499171608779698,NA
84,"PCA (oracle)",NA,19,19,0.512319191769417,NA
84,"PCA (oracle)",NA,20,20,0.525053985739099,NA
84,"PCA (oracle)",NA,21,21,0.537448882483831,NA
84,"PCA (oracle)",NA,22,22,0.549417114402989,NA
84,"PCA (oracle)",NA,23,23,0.561119155389028,NA
84,"PCA (oracle)",NA,24,24,0.572497988508528,NA
84,"PCA (oracle)",NA,25,25,0.58348584295625,NA
84,"PCA (oracle)",NA,26,26,0.594143979779754,NA
84,"PCA (oracle)",NA,27,27,0.604598275372523,NA
84,"PCA (oracle)",NA,28,28,0.614748108143666,NA
84,"PCA (oracle)",NA,29,29,0.624666456478549,NA
84,"PCA (oracle)",NA,30,30,0.634362195461188,NA
84,"ICA (oracle)",NA,0,0,0.791235220316396,NA
84,"ICA (oracle)",NA,1,1,0.509947123535648,TRUE
84,"ICA (oracle)",NA,2,2,0.345282219828863,TRUE
84,"ICA (oracle)",NA,3,3,0.177049484903928,TRUE
84,"ICA (oracle)",NA,4,4,0.216716957624159,TRUE
84,"ICA (oracle)",NA,5,5,0.250067140132745,TRUE
84,"ICA (oracle)",NA,6,6,0.279195036521425,TRUE
84,"ICA (oracle)",NA,7,7,0.305164927653798,TRUE
84,"ICA (oracle)",NA,8,8,0.328900879805017,FALSE
84,"ICA (oracle)",NA,9,9,0.35082276804127,FALSE
84,"ICA (oracle)",NA,10,10,0.371187961497736,FALSE
84,"ICA (oracle)",NA,11,11,0.390348507686976,FALSE
84,"ICA (oracle)",NA,12,12,0.40841449911739,FALSE
84,"ICA (oracle)",NA,13,13,0.425459942910516,FALSE
84,"ICA (oracle)",NA,14,14,0.441544460422088,FALSE
84,"ICA (oracle)",NA,15,15,0.456814399951036,FALSE
