"simulation","method","n_components","selected_rank","effective_rank","rmse","elbo","lambda","raw_rmse","rmse_gain","relative_rmse_gain"
39,"PCA (oracle)",3,3,3,0.17529864935295,NA,NA,1.24842708366216,1.07312843430921,0.859584390913144
39,"ICA (oracle)",3,3,3,0.17529864935295,NA,NA,1.24842708366216,1.07312843430921,0.859584390913144
39,"SoftImpute (oracle)",3,3,3,0.174428201149466,NA,1,1.24842708366216,1.0739988825127,0.860281626830945
40,"No denoising (Z)",NA,NA,NA,1.25301958372903,NA,NA,1.25301958372903,0,0
40,"EBMF= GB+pt Laplace",7,7,7,0.111774297476871,-331836.489659379,NA,1.25301958372903,1.14124528625216,0.910796049057568
40,"cEBMF= cGB + pt Normal",10,10,10,0.0776005980799025,NA,NA,1.25301958372903,1.17541898564913,0.938069125903874
40,"PCA (oracle)",3,3,3,0.176599301780774,NA,NA,1.25301958372903,1.07642028194825,0.859061020215495
40,"ICA (oracle)",3,3,3,0.176599301780774,NA,NA,1.25301958372903,1.07642028194825,0.859061020215495
40,"SoftImpute (oracle)",3,3,3,0.175760358293284,NA,1,1.25301958372903,1.07725922543574,0.859730557626071
41,"No denoising (Z)",NA,NA,NA,1.25496487178353,NA,NA,1.25496487178353,0,0
41,"EBMF= GB+pt Laplace",6,6,6,0.143526033065655,-331941.343382718,NA,1.25496487178353,1.11143883871787,0.88563342584906
41,"cEBMF= cGB + pt Normal",10,10,10,0.0797742233558368,NA,NA,1.25496487178353,1.17519064842769,0.936433102511895
41,"PCA (oracle)",3,3,3,0.177335508407504,NA,NA,1.25496487178353,1.07762936337602,0.858692850776389
41,"ICA (oracle)",3,3,3,0.177335508407504,NA,NA,1.25496487178353,1.07762936337602,0.85869285077639
41,"SoftImpute (oracle)",3,3,3,0.176561879066989,NA,1,1.25496487178353,1.07840299271654,0.859309305752867
42,"No denoising (Z)",NA,NA,NA,1.2503659918256,NA,NA,1.2503659918256,0,0
42,"EBMF= GB+pt Laplace",6,6,6,0.118427612527392,-330440.702765946,NA,1.2503659918256,1.13193837929821,0.905285641722803
42,"cEBMF= cGB + pt Normal",10,10,10,0.0795837120830553,NA,NA,1.2503659918256,1.17078227974255,0.936351666149478
42,"PCA (oracle)",3,3,3,0.174531086627234,NA,NA,1.2503659918256,1.07583490519837,0.860415999980606
42,"ICA (oracle)",3,3,3,0.174531086627234,NA,NA,1.2503659918256,1.07583490519837,0.860415999980606
42,"SoftImpute (oracle)",3,3,3,0.173738333116632,NA,1,1.2503659918256,1.07662765870897,0.861050017153006
43,"No denoising (Z)",NA,NA,NA,1.24897690097611,NA,NA,1.24897690097611,0,0
43,"EBMF= GB+pt Laplace",6,6,6,0.126600561586405,-330409.939182852,NA,1.24897690097611,1.1223763393897,0.898636586883662
43,"cEBMF= cGB + pt Normal",10,10,10,0.0791422610140618,NA,NA,1.24897690097611,1.16983463996204,0.93663432770277
43,"PCA (oracle)",3,3,3,0.174711121581487,NA,NA,1.24897690097611,1.07426577939462,0.860116611087886
43,"ICA (oracle)",3,3,3,0.174711121581487,NA,NA,1.24897690097611,1.07426577939462,0.860116611087887
43,"SoftImpute (oracle)",3,3,3,0.173814808415785,NA,1,1.24897690097611,1.07516209256032,0.86083424899216
44,"No denoising (Z)",NA,NA,NA,1.2481949083031,NA,NA,1.2481949083031,0,0
44,"EBMF= GB+pt Laplace",6,6,6,0.108962010232823,-330991.378763759,NA,1.2481949083031,1.13923289807028,0.912704330463136
44,"cEBMF= cGB + pt Normal",10,10,10,0.0792119659078692,NA,NA,1.2481949083031,1.16898294239523,0.936538784623343
44,"PCA (oracle)",3,3,3,0.179231775831568,NA,NA,1.2481949083031,1.06896313247153,0.856407220828011
44,"ICA (oracle)",3,3,3,0.179231775831568,NA,NA,1.2481949083031,1.06896313247153,0.856407220828011
44,"SoftImpute (oracle)",3,3,3,0.178467648459985,NA,1,1.2481949083031,1.06972725984311,0.857019406766681
45,"No denoising (Z)",NA,NA,NA,1.25221538543314,NA,NA,1.25221538543314,0,0
45,"EBMF= GB+pt Laplace",6,6,6,0.107182965577146,-332077.68586014,NA,1.25221538543314,1.14503241985599,0.914405327690434
45,"cEBMF= cGB + pt Normal",10,10,10,0.0841534752570941,NA,NA,1.25221538543314,1.16806191017605,0.932796325427686
45,"PCA (oracle)",3,3,3,0.175200160163324,NA,NA,1.25221538543314,1.07701522526982,0.860087839359423
45,"ICA (oracle)",3,3,3,0.175200160163324,NA,NA,1.25221538543314,1.07701522526982,0.860087839359423
45,"SoftImpute (oracle)",3,3,3,0.174374067748299,NA,1,1.25221538543314,1.07784131768484,0.86074754409124
46,"No denoising (Z)",NA,NA,NA,1.24679879031322,NA,NA,1.24679879031322,0,0
46,"EBMF= GB+pt Laplace",6,6,6,0.171924284772197,-330613.921537751,NA,1.24679879031322,1.07487450554102,0.862107433767235
46,"cEBMF= cGB + pt Normal",10,10,10,0.0733368123316959,NA,NA,1.24679879031322,1.17346197798152,0.941179913790843
46,"PCA (oracle)",3,3,3,0.174082510354418,NA,NA,1.24679879031322,1.0727162799588,0.86037642023162
46,"ICA (oracle)",3,3,3,0.174082510354418,NA,NA,1.24679879031322,1.0727162799588,0.86037642023162
46,"SoftImpute (oracle)",3,3,3,0.173248554570984,NA,1,1.24679879031322,1.07355023574224,0.861045297832331
47,"No denoising (Z)",NA,NA,NA,1.24790850468726,NA,NA,1.24790850468726,0,0
47,"EBMF= GB+pt Laplace",6,6,6,0.10244137620788,-331372.806750697,NA,1.24790850468726,1.14546712847938,0.917909545593206
47,"cEBMF= cGB + pt Normal",10,10,10,0.0784367627226065,NA,NA,1.24790850468726,1.16947174196466,0.937145421777326
47,"PCA (oracle)",3,3,3,0.174981686402643,NA,NA,1.24790850468726,1.07292681828462,0.859780035358846
47,"ICA (oracle)",3,3,3,0.174981686402643,NA,NA,1.24790850468726,1.07292681828462,0.859780035358846
47,"SoftImpute (oracle)",3,3,3,0.174089295326368,NA,1,1.24790850468726,1.07381920936089,0.860495144738198
48,"No denoising (Z)",NA,NA,NA,1.24814826114232,NA,NA,1.24814826114232,0,0
48,"EBMF= GB+pt Laplace",7,7,7,0.122152734834343,-331658.913845279,NA,1.24814826114232,1.12599552630798,0.902132832583089
48,"cEBMF= cGB + pt Normal",10,10,10,0.0767900027308181,NA,NA,1.24814826114232,1.1713582584115,0.938476857981167
48,"PCA (oracle)",3,3,3,0.174734704854827,NA,NA,1.24814826114232,1.07341355628749,0.860004848546672
48,"ICA (oracle)",3,3,3,0.174734704854827,NA,NA,1.24814826114232,1.07341355628749,0.860004848546672
48,"SoftImpute (oracle)",3,3,3,0.173845766885343,NA,1,1.24814826114232,1.07430249425698,0.860717053977035
49,"No denoising (Z)",NA,NA,NA,1.25144720571755,NA,NA,1.25144720571755,0,0
49,"EBMF= GB+pt Laplace",7,7,7,0.0977096753016258,-331635.014066943,NA,1.25144720571755,1.15373753041592,0.921922654942842
49,"cEBMF= cGB + pt Normal",10,10,10,0.0738738488054695,NA,NA,1.25144720571755,1.17757335691208,0.940969264649792
49,"PCA (oracle)",3,3,3,0.174923353568991,NA,NA,1.25144720571755,1.07652385214856,0.86022314583483
49,"ICA (oracle)",3,3,3,0.174923353568991,NA,NA,1.25144720571755,1.07652385214856,0.86022314583483
49,"SoftImpute (oracle)",3,3,3,0.174047590625838,NA,1,1.25144720571755,1.07739961509171,0.860922945985529
50,"No denoising (Z)",NA,NA,NA,1.25150229741453,NA,NA,1.25150229741453,0,0
50,"EBMF= GB+pt Laplace",6,6,6,0.251256922176877,-330640.136758268,NA,1.25150229741453,1.00024537523765,0.799235748351444
50,"cEBMF= cGB + pt Normal",10,10,10,0.079413393881064,NA,NA,1.25150229741453,1.17208890353347,0.936545546863858
50,"PCA (oracle)",3,3,3,0.180765734964541,NA,NA,1.25150229741453,1.07073656244999,0.855561004292215
50,"ICA (oracle)",3,3,3,0.180765734964541,NA,NA,1.25150229741453,1.07073656244999,0.855561004292214
50,"SoftImpute (oracle)",3,3,3,0.179918859391983,NA,1,1.25150229741453,1.07158343802255,0.856237691481928
51,"No denoising (Z)",NA,NA,NA,1.24796568049794,NA,NA,1.24796568049794,0,0
51,"EBMF= GB+pt Laplace",6,6,6,0.108699056969166,-331334.900966639,NA,1.24796568049794,1.13926662352877,0.912899001416614
51,"cEBMF= cGB + pt Normal",10,10,10,0.0775745138826228,NA,NA,1.24796568049794,1.17039116661532,0.937839224992413
51,"PCA (oracle)",3,3,3,0.176821302728325,NA,NA,1.24796568049794,1.07114437776961,0.858312367486121
51,"ICA (oracle)",3,3,3,0.176821302728325,NA,NA,1.24796568049794,1.07114437776961,0.858312367486121
51,"SoftImpute (oracle)",3,3,3,0.175995940754267,NA,1,1.24796568049794,1.07196973974367,0.858973733409043
52,"No denoising (Z)",NA,NA,NA,1.25259655492743,NA,NA,1.25259655492743,0,0
52,"EBMF= GB+pt Laplace",6,6,6,0.107446476729612,-331774.869281477,NA,1.25259655492743,1.14515007819782,0.914221002519174
52,"cEBMF= cGB + pt Normal",10,10,10,0.0782381245466744,NA,NA,1.25259655492743,1.17435843038076,0.937539246584303
52,"PCA (oracle)",3,3,3,0.177921171254434,NA,NA,1.25259655492743,1.074675383673,0.857958118634023
52,"ICA (oracle)",3,3,3,0.177921171254434,NA,NA,1.25259655492743,1.074675383673,0.857958118634023
52,"SoftImpute (oracle)",3,3,3,0.177265874010103,NA,1,1.25259655492743,1.07533068091733,0.85848126971707
53,"No denoising (Z)",NA,NA,NA,1.25270932286958,NA,NA,1.25270932286958,0,0
53,"EBMF= GB+pt Laplace",6,6,6,0.124279388726092,-331329.665599151,NA,1.25270932286958,1.12842993414349,0.900791519263699
53,"cEBMF= cGB + pt Normal",10,10,10,0.0856345112436515,NA,NA,1.25270932286958,1.16707481162593,0.931640557246362
53,"PCA (oracle)",3,3,3,0.175519969813249,NA,NA,1.25270932286958,1.07718935305633,0.859887711691021
53,"ICA (oracle)",3,3,3,0.175519969813249,NA,NA,1.25270932286958,1.07718935305633,0.859887711691021
53,"SoftImpute (oracle)",3,3,3,0.174747665124937,NA,1,1.25270932286958,1.07796165774464,0.860504219187383
54,"No denoising (Z)",NA,NA,NA,1.24601145580116,NA,NA,1.24601145580116,0,0
54,"EBMF= GB+pt Laplace",6,6,6,0.156511754665682,-329816.099028003,NA,1.24601145580116,1.08949970113547,0.874389794783188
54,"cEBMF= cGB + pt Normal",10,10,10,0.0749402450323927,NA,NA,1.24601145580116,1.17107121076876,0.93985589403413
54,"PCA (oracle)",3,3,3,0.174769015769714,NA,NA,1.24601145580116,1.07124244003144,0.859737231984483
54,"ICA (oracle)",3,3,3,0.174769015769714,NA,NA,1.24601145580116,1.07124244003144,0.859737231984483
54,"SoftImpute (oracle)",3,3,3,0.173851729644564,NA,1,1.24601145580116,1.07215972615659,0.860473409907149
55,"No denoising (Z)",NA,NA,NA,1.24713671243167,NA,NA,1.24713671243167,0,0
55,"EBMF= GB+pt Laplace",6,6,6,0.13964633209829,-330137.757709704,NA,1.24713671243167,1.10749038033338,0.888026444329422
55,"cEBMF= cGB + pt Normal",10,10,10,0.0778553319025252,NA,NA,1.24713671243167,1.16928138052915,0.937572736712463
55,"PCA (oracle)",3,3,3,0.174755903512282,NA,NA,1.24713671243167,1.07238080891939,0.859874301052735
55,"ICA (oracle)",3,3,3,0.174755903512282,NA,NA,1.24713671243167,1.07238080891939,0.859874301052735
55,"SoftImpute (oracle)",3,3,3,0.173823548410741,NA,1,1.24713671243167,1.07331316402093,0.86062189760109
56,"No denoising (Z)",NA,NA,NA,1.24939300922982,NA,NA,1.24939300922982,0,0
56,"EBMF= GB+pt Laplace",7,7,7,0.112486263186858,-331221.180074513,NA,1.24939300922982,1.13690674604296,0.909967270221722
56,"cEBMF= cGB + pt Normal",10,10,10,0.0823671318879551,NA,NA,1.24939300922982,1.16702587734186,0.934074281447493
56,"PCA (oracle)",3,3,3,0.176156472684513,NA,NA,1.24939300922982,1.0732365365453,0.859006356380124
56,"ICA (oracle)",3,3,3,0.176156472684513,NA,NA,1.24939300922982,1.0732365365453,0.859006356380124
56,"SoftImpute (oracle)",3,3,3,0.175295088906228,NA,1,1.24939300922982,1.07409792032359,0.859695798190604
57,"No denoising (Z)",NA,NA,NA,1.25178048224572,NA,NA,1.25178048224572,0,0
57,"EBMF= GB+pt Laplace",6,6,6,0.108900237014515,-331234.813174317,NA,1.25178048224572,1.1428802452312,0.91300372664451
57,"cEBMF= cGB + pt Normal",10,10,10,0.0768089148317122,NA,NA,1.25178048224572,1.174971567414,0.93864026806528
57,"PCA (oracle)",3,3,3,0.177142387283941,NA,NA,1.25178048224572,1.07463809496178,0.858487658342344
57,"ICA (oracle)",3,3,3,0.177142387283941,NA,NA,1.25178048224572,1.07463809496178,0.858487658342344
57,"SoftImpute (oracle)",3,3,3,0.176347958255528,NA,1,1.25178048224572,1.07543252399019,0.859122297593939
58,"No denoising (Z)",NA,NA,NA,1.24958779834445,NA,NA,1.24958779834445,0,0
58,"EBMF= GB+pt Laplace",6,6,6,0.159517681930856,-331060.841675232,NA,1.24958779834445,1.0900701164136,0.872343758364001
58,"cEBMF= cGB + pt Normal",10,10,10,0.0786408230614376,NA,NA,1.24958779834445,1.17094697528301,0.937066588545737
58,"PCA (oracle)",3,3,3,0.175157394289711,NA,NA,1.24958779834445,1.07443040405474,0.859827861218098
58,"ICA (oracle)",3,3,3,0.17515739428971,NA,NA,1.24958779834445,1.07443040405474,0.859827861218098
58,"SoftImpute (oracle)",3,3,3,0.174334098697005,NA,1,1.24958779834445,1.07525369964745,0.860486714956744
59,"No denoising (Z)",NA,NA,NA,1.2459938931881,NA,NA,1.2459938931881,0,0
59,"EBMF= GB+pt Laplace",6,6,6,0.10861686887419,-330990.000470105,NA,1.2459938931881,1.13737702431391,0.912827125824611
59,"cEBMF= cGB + pt Normal",10,10,10,0.0783418006212587,NA,NA,1.2459938931881,1.16765209256684,0.937125052498607
59,"PCA (oracle)",3,3,3,0.175163077636109,NA,NA,1.2459938931881,1.07083081555199,0.859418991863658
59,"ICA (oracle)",3,3,3,0.175163077636109,NA,NA,1.2459938931881,1.07083081555199,0.859418991863658
59,"SoftImpute (oracle)",3,3,3,0.174428669154657,NA,1,1.2459938931881,1.07156522403345,0.860008407658925
60,"No denoising (Z)",NA,NA,NA,1.25134649964297,NA,NA,1.25134649964297,0,0
60,"EBMF= GB+pt Laplace",6,6,6,0.198571691704094,-330762.9484255,NA,1.25134649964297,1.05277480793888,0.841313583599147
60,"cEBMF= cGB + pt Normal",10,10,10,0.0777897829683291,NA,NA,1.25134649964297,1.17355671667464,0.937835137597361
60,"PCA (oracle)",3,3,3,0.172666795661001,NA,NA,1.25134649964297,1.07867970398197,0.862015200657639
60,"ICA (oracle)",3,3,3,0.172666795661001,NA,NA,1.25134649964297,1.07867970398197,0.862015200657639
60,"SoftImpute (oracle)",3,3,3,0.171809898296446,NA,1,1.25134649964297,1.07953660134652,0.862699980904197
61,"No denoising (Z)",NA,NA,NA,1.2499720172462,NA,NA,1.2499720172462,0,0
61,"EBMF= GB+pt Laplace",6,6,6,0.148858943943308,-331444.112383591,NA,1.2499720172462,1.10111307330289,0.880910178876438
61,"cEBMF= cGB + pt Normal",10,10,10,0.0770172410068894,NA,NA,1.2499720172462,1.17295477623931,0.938384827864735
61,"PCA (oracle)",3,3,3,0.176101561232486,NA,NA,1.2499720172462,1.07387045601371,0.859115597147163
61,"ICA (oracle)",3,3,3,0.176101561232486,NA,NA,1.2499720172462,1.07387045601371,0.859115597147164
61,"SoftImpute (oracle)",3,3,3,0.175313219428397,NA,1,1.2499720172462,1.0746587978178,0.859746284709134
62,"No denoising (Z)",NA,NA,NA,1.24965637720531,NA,NA,1.24965637720531,0,0
62,"EBMF= GB+pt Laplace",6,6,6,0.383639076051179,-330249.190544553,NA,1.24965637720531,0.866017301154131,0.693004346595552
62,"cEBMF= cGB + pt Normal",10,10,10,0.0809509081695639,NA,NA,1.24965637720531,1.16870546903575,0.935221465959627
62,"PCA (oracle)",3,3,3,0.175655235160887,NA,NA,1.24965637720531,1.07400114204442,0.859437171397695
62,"ICA (oracle)",3,3,3,0.175655235160887,NA,NA,1.24965637720531,1.07400114204442,0.859437171397695
62,"SoftImpute (oracle)",3,3,3,0.174889448632971,NA,1,1.24965637720531,1.07476692857234,0.860049969077029
63,"No denoising (Z)",NA,NA,NA,1.24978627204621,NA,NA,1.24978627204621,0,0
63,"EBMF= GB+pt Laplace",5,5,5,0.11344092033246,-330385.72181459,NA,1.24978627204621,1.13634535171375,0.909231743963127
63,"cEBMF= cGB + pt Normal",10,10,10,0.0753095049617709,NA,NA,1.24978627204621,1.17447676708444,0.939742092991252
63,"PCA (oracle)",3,3,3,0.174540994904187,NA,NA,1.24978627204621,1.07524527714203,0.860343325248389
63,"ICA (oracle)",3,3,3,0.174540994904186,NA,NA,1.24978627204621,1.07524527714203,0.860343325248389
63,"SoftImpute (oracle)",3,3,3,0.173665434274272,NA,1,1.24978627204621,1.07612083777194,0.861043893537142
64,"No denoising (Z)",NA,NA,NA,1.2502321825109,NA,NA,1.2502321825109,0,0
64,"EBMF= GB+pt Laplace",6,6,6,0.136731818892929,-330524.855526931,NA,1.2502321825109,1.11350036361797,0.890634859024086
64,"cEBMF= cGB + pt Normal",10,10,10,0.0803895698466737,NA,NA,1.2502321825109,1.16984261266423,0.935700287537613
64,"PCA (oracle)",3,3,3,0.177710545613869,NA,NA,1.2502321825109,1.07252163689703,0.857857965824424
64,"ICA (oracle)",3,3,3,0.177710545613869,NA,NA,1.2502321825109,1.07252163689703,0.857857965824424
64,"SoftImpute (oracle)",3,3,3,0.176891053720064,NA,1,1.2502321825109,1.07334112879084,0.858513437588205
65,"No denoising (Z)",NA,NA,NA,1.25050956646207,NA,NA,1.25050956646207,0,0
65,"EBMF= GB+pt Laplace",5,5,5,0.323887381033075,-330016.773873139,NA,1.25050956646207,0.926622185428993,0.740995679105907
65,"cEBMF= cGB + pt Normal",10,10,10,0.0758320641066177,NA,NA,1.25050956646207,1.17467750235545,0.939359069182364
65,"PCA (oracle)",3,3,3,0.17480379904039,NA,NA,1.25050956646207,1.07570576742168,0.860213944996084
65,"ICA (oracle)",3,3,3,0.17480379904039,NA,NA,1.25050956646207,1.07570576742168,0.860213944996084
65,"SoftImpute (oracle)",3,3,3,0.174014138351757,NA,1,1.25050956646207,1.07649542811031,0.860845416125782
66,"No denoising (Z)",NA,NA,NA,1.24942324514599,NA,NA,1.24942324514599,0,0
66,"EBMF= GB+pt Laplace",6,6,6,0.107489129340835,-331614.9671166,NA,1.24942324514599,1.14193411580515,0.913969001490543
66,"cEBMF= cGB + pt Normal",10,10,10,0.079554237849159,NA,NA,1.24942324514599,1.16986900729683,0.936327230857736
66,"PCA (oracle)",3,3,3,0.17553006451727,NA,NA,1.24942324514599,1.07389318062872,0.859511126274299
66,"ICA (oracle)",3,3,3,0.17553006451727,NA,NA,1.24942324514599,1.07389318062872,0.859511126274299
66,"SoftImpute (oracle)",3,3,3,0.17471127545696,NA,1,1.24942324514599,1.07471196968903,0.860166459896025
67,"No denoising (Z)",NA,NA,NA,1.24790712410906,NA,NA,1.24790712410906,0,0
67,"EBMF= GB+pt Laplace",6,6,6,0.101095765503194,-331227.451902541,NA,1.24790712410906,1.14681135860586,0.918987748727397
67,"cEBMF= cGB + pt Normal",10,10,10,0.0771280510983404,NA,NA,1.24790712410906,1.17077907301071,0.938194077421101
67,"PCA (oracle)",3,3,3,0.173568199273855,NA,NA,1.24790712410906,1.0743389248352,0.86091256639169
67,"ICA (oracle)",3,3,3,0.173568199273855,NA,NA,1.24790712410906,1.0743389248352,0.86091256639169
67,"SoftImpute (oracle)",3,3,3,0.172642185878698,NA,1,1.24790712410906,1.07526493823036,0.861654619527911
68,"No denoising (Z)",NA,NA,NA,1.25399813849456,NA,NA,1.25399813849456,0,0
68,"EBMF= GB+pt Laplace",5,5,5,0.107081476153344,-331471.496044441,NA,1.25399813849456,1.14691666234121,0.914607946482363
68,"cEBMF= cGB + pt Normal",10,10,10,0.0793183273726148,NA,NA,1.25399813849456,1.17467981112194,0.936747651421686
68,"PCA (oracle)",3,3,3,0.175382839695631,NA,NA,1.25399813849456,1.07861529879893,0.86014106854562
68,"ICA (oracle)",3,3,3,0.175382839695631,NA,NA,1.25399813849456,1.07861529879893,0.86014106854562
68,"SoftImpute (oracle)",3,3,3,0.174521247984938,NA,1,1.25399813849456,1.07947689050962,0.860828144294972
69,"No denoising (Z)",NA,NA,NA,1.25009494116361,NA,NA,1.25009494116361,0,0
69,"EBMF= GB+pt Laplace",6,6,6,0.119374915125258,-330580.506492278,NA,1.25009494116361,1.13072002603835,0.904507320848654
69,"cEBMF= cGB + pt Normal",10,10,10,0.0811986385454905,NA,NA,1.25009494116361,1.16889630261812,0.935046022608563
69,"PCA (oracle)",3,3,3,0.17571176548519,NA,NA,1.25009494116361,1.07438317567842,0.85944126345985
69,"ICA (oracle)",3,3,3,0.17571176548519,NA,NA,1.25009494116361,1.07438317567842,0.85944126345985
69,"SoftImpute (oracle)",3,3,3,0.174896844855747,NA,1,1.25009494116361,1.07519809630786,0.860093150450677
70,"No denoising (Z)",NA,NA,NA,1.25289022222873,NA,NA,1.25289022222873,0,0
70,"EBMF= GB+pt Laplace",7,7,7,0.119731489195053,-331579.835539834,NA,1.25289022222873,1.13315873303368,0.904435770133104
70,"cEBMF= cGB + pt Normal",10,10,10,0.0785741215002099,NA,NA,1.25289022222873,1.17431610072852,0.937285709389258
70,"PCA (oracle)",3,3,3,0.175981536855149,NA,NA,1.25289022222873,1.07690868537358,0.859539540070717
70,"ICA (oracle)",3,3,3,0.175981536855149,NA,NA,1.25289022222873,1.07690868537358,0.859539540070717
70,"SoftImpute (oracle)",3,3,3,0.175151895125254,NA,1,1.25289022222873,1.07773832710347,0.860201722371429
71,"No denoising (Z)",NA,NA,NA,1.25350445027826,NA,NA,1.25350445027826,0,0
71,"EBMF= GB+pt Laplace",6,6,6,0.148325162302589,-331652.513943169,NA,1.25350445027826,1.10517928797567,0.881671610922751
71,"cEBMF= cGB + pt Normal",10,10,10,0.0762186858406877,NA,NA,1.25350445027826,1.17728576443757,0.939195520347959
71,"PCA (oracle)",3,3,3,0.17740028955104,NA,NA,1.25350445027826,1.07610416072722,0.858476537908054
71,"ICA (oracle)",3,3,3,0.17740028955104,NA,NA,1.25350445027826,1.07610416072722,0.858476537908054
71,"SoftImpute (oracle)",3,3,3,0.176487729987279,NA,1,1.25350445027826,1.07701672029098,0.859204544548604
72,"No denoising (Z)",NA,NA,NA,1.24846611154592,NA,NA,1.24846611154592,0,0
72,"EBMF= GB+pt Laplace",7,7,7,0.115896863865183,-331094.417027391,NA,1.24846611154592,1.13256924768074,0.907168594490985
72,"cEBMF= cGB + pt Normal",10,10,10,0.0798146188518458,NA,NA,1.24846611154592,1.16865149269408,0.936069855550172
72,"PCA (oracle)",3,3,3,0.176430387797292,NA,NA,1.24846611154592,1.07203572374863,0.858682277263557
72,"ICA (oracle)",3,3,3,0.176430387797292,NA,NA,1.24846611154592,1.07203572374863,0.858682277263557
72,"SoftImpute (oracle)",3,3,3,0.175604368352671,NA,1,1.24846611154592,1.07286174319325,0.859343904709414
73,"No denoising (Z)",NA,NA,NA,1.25095398467471,NA,NA,1.25095398467471,0,0
73,"EBMF= GB+pt Laplace",6,6,6,0.190405449474247,-330699.811724211,NA,1.25095398467471,1.06054853520046,0.847791803849796
73,"cEBMF= cGB + pt Normal",10,10,10,0.0792581738269231,NA,NA,1.25095398467471,1.17169581084778,0.936641815128369
73,"PCA (oracle)",3,3,3,0.176574004705071,NA,NA,1.25095398467471,1.07437997996964,0.858848521313926
73,"ICA (oracle)",3,3,3,0.176574004705072,NA,NA,1.25095398467471,1.07437997996964,0.858848521313926
73,"SoftImpute (oracle)",3,3,3,0.175642564330732,NA,1,1.25095398467471,1.07531142034397,0.859593105355985
74,"No denoising (Z)",NA,NA,NA,1.25131100197318,NA,NA,1.25131100197318,0,0
74,"EBMF= GB+pt Laplace",7,7,7,0.107042019825657,-331560.901031086,NA,1.25131100197318,1.14426898214752,0.914456102713983
74,"cEBMF= cGB + pt Normal",10,10,10,0.0765202717381553,NA,NA,1.25131100197318,1.17479073023502,0.938847919008551
74,"PCA (oracle)",3,3,3,0.174055710136645,NA,NA,1.25131100197318,1.07725529183654,0.860901318807093
74,"ICA (oracle)",3,3,3,0.174055710136645,NA,NA,1.25131100197318,1.07725529183654,0.860901318807093
74,"SoftImpute (oracle)",3,3,3,0.173270232642392,NA,1,1.25131100197318,1.07804076933079,0.861529042444953
75,"No denoising (Z)",NA,NA,NA,1.24889436732561,NA,NA,1.24889436732561,0,0
75,"EBMF= GB+pt Laplace",6,6,6,0.12568250451034,-330393.318453716,NA,1.24889436732561,1.12321186281527,0.899364984102317
75,"cEBMF= cGB + pt Normal",10,10,10,0.0718754158816376,NA,NA,1.24889436732561,1.17701895144397,0.942448762872114
75,"PCA (oracle)",3,3,3,0.172587532372922,NA,NA,1.24889436732561,1.07630683495269,0.861807742201207
75,"ICA (oracle)",3,3,3,0.172587532372922,NA,NA,1.24889436732561,1.07630683495269,0.861807742201207
75,"SoftImpute (oracle)",3,3,3,0.171684181667851,NA,1,1.24889436732561,1.07721018565776,0.862531062546549
76,"No denoising (Z)",NA,NA,NA,1.25163174055188,NA,NA,1.25163174055188,0,0
76,"EBMF= GB+pt Laplace",7,7,7,0.11027800199976,-332308.40613942,NA,1.25163174055188,1.14135373855212,0.911892613117069
76,"cEBMF= cGB + pt Normal",10,10,10,0.0765393496894515,NA,NA,1.25163174055188,1.17509239086242,0.938848347153849
76,"PCA (oracle)",3,3,3,0.175365902494196,NA,NA,1.25163174055188,1.07626583805768,0.859890176309469
76,"ICA (oracle)",3,3,3,0.175365902494196,NA,NA,1.25163174055188,1.07626583805768,0.859890176309469
76,"SoftImpute (oracle)",3,3,3,0.174612533221243,NA,1,1.25163174055188,1.07701920733063,0.860492085999472
77,"No denoising (Z)",NA,NA,NA,1.24691690382719,NA,NA,1.24691690382719,0,0
77,"EBMF= GB+pt Laplace",6,6,6,0.13630737767531,-329956.191087031,NA,1.24691690382719,1.11060952615188,0.890684473634981
77,"cEBMF= cGB + pt Normal",10,10,10,0.0813609147007819,NA,NA,1.24691690382719,1.16555598912641,0.934750331436635
77,"PCA (oracle)",3,3,3,0.174461760486626,NA,NA,1.24691690382719,1.07245514334057,0.860085495712548
77,"ICA (oracle)",3,3,3,0.174461760486626,NA,NA,1.24691690382719,1.07245514334057,0.860085495712548
77,"SoftImpute (oracle)",3,3,3,0.173716528685338,NA,1,1.24691690382719,1.07320037514185,0.860683155267087
78,"No denoising (Z)",NA,NA,NA,1.24963506836029,NA,NA,1.24963506836029,0,0
78,"EBMF= GB+pt Laplace",6,6,6,0.127749481704946,-330422.571923868,NA,1.24963506836029,1.12188558665534,0.897770569233006
78,"cEBMF= cGB + pt Normal",10,10,10,0.078994996131526,NA,NA,1.24963506836029,1.17064007222876,0.936785547931862
78,"PCA (oracle)",3,3,3,0.178013584987125,NA,NA,1.24963506836029,1.07162148337316,0.857547543683528
78,"ICA (oracle)",3,3,3,0.178013584987125,NA,NA,1.24963506836029,1.07162148337316,0.857547543683528
78,"SoftImpute (oracle)",3,3,3,0.177189893134946,NA,1,1.24963506836029,1.07244517522534,0.858206689599831
79,"No denoising (Z)",NA,NA,NA,1.2508501284762,NA,NA,1.2508501284762,0,0
79,"EBMF= GB+pt Laplace",6,6,6,0.128387220074622,-330565.382084765,NA,1.2508501284762,1.12246290840158,0.897360029669562
79,"cEBMF= cGB + pt Normal",10,10,10,0.0883324636710067,NA,NA,1.2508501284762,1.1625176648052,0.929382056522939
